,Diện tích,Mức giá,Mặt tiền,Đường vào,Số phòng ngủ,Số toilet,id,legal codes,direction codes,most_similar
0,100.0,0.0,12,20,0,0,21656203,-1,-1,"['31340372', '32002916', '33954251', '34260415', '32362722']"
1,1594.0,30.0,11.7,0,0,0,21687998,-1,-1,"['34209759', '34046383', '34261813', '29071487', '33786376']"
2,500.0,3.0,6,12,0,0,22187942,-1,-1,"['24255475', '34307728', '33161439', '24410610', '23673782']"
3,500.0,2.5,10,12,0,0,22220466,76,-1,"['30745506', '30717332', '30783409', '30769224', '30959359']"
4,650.0,0.0,16,9,0,0,22233680,78,-1,"['33559344', '34305066', '34050933', '34305723', '33626307']"
5,600.0,0.0,16,9,0,0,22263693,-1,-1,"['22493059', '22840717', '24028511', '23884540', '23261034']"
6,600.0,1.0,16,8,0,0,22458783,-1,-1,"['22509845', '22493059', '22840717', '24028511', '23884540']"
7,1000.0,0.0,25,12,0,0,22467588,-1,-1,"['32468421', '32018952', '33869352', '28923611', '34322208']"
8,600.0,0.0,16,8,0,0,22493059,-1,-1,"['22840717', '24028511', '23884540', '23261034', '22752319']"
9,600.0,0.9166666666666666,16,8,0,0,22509845,-1,-1,"['22458783', '22493059', '22840717', '24028511', '23884540']"
10,500.0,0.0,16,8,0,0,22655364,-1,-1,"['23261034', '24028511', '23884540', '22840717', '22493059']"
11,700.0,0.0,16,8,0,0,22752319,-1,-1,"['22840717', '22493059', '24028511', '23884540', '23261034']"
12,600.0,0.0,16,8,0,0,22840717,-1,-1,"['22493059', '24028511', '23884540', '23261034', '22752319']"
13,125.0,0.0,0,10,0,0,23008214,-1,-1,"['34322103', '24869433', '28351584', '24133713', '28541743']"
14,543.0,0.0,18,9,0,0,23008813,-1,-1,"['26494200', '22263693', '23884540', '24028511', '23261034']"
15,500.0,0.0,16,8,0,0,23261034,-1,-1,"['22655364', '24028511', '23884540', '22840717', '22493059']"
16,100.0,0.0,0,16,0,0,23664571,-1,-1,"['24774928', '24761504', '34141115', '28351584', '24869433']"
17,130.0,2.923076923076923,0,9,0,0,23673782,-1,-1,"['24542127', '33161439', '24582233', '22187942', '24255475']"
18,500.0,0.0,12,16,0,0,23772222,80,-1,"['34263578', '34225463', '34009154', '34263112', '34343872']"
19,100.0,5.4,5,8,0,0,23809342,-1,-1,"['34007176', '31163679', '27852990', '24255475', '31713145']"
20,543.0,0.0,16,8,0,0,23884540,-1,-1,"['24028511', '23261034', '22655364', '22840717', '22493059']"
21,543.0,0.0,16,8,0,0,24028511,-1,-1,"['23884540', '23261034', '22655364', '22840717', '22493059']"
22,125.0,0.0,0,8,0,0,24133713,-1,-1,"['28541743', '23008214', '34322103', '34097856', '24869433']"
23,143.0,5.13986013986014,8,16,0,0,24217634,80,-1,"['34311537', '34270931', '34260413', '34283148', '34299272']"
24,156.0,8.461538461538462,8,10,0,0,24251601,26,-1,"['34305253', '34337895', '34332704', '33904589', '24304311']"
25,125.0,4.0,5,12,0,0,24255475,-1,-1,"['22187942', '24582233', '34307728', '31163679', '23809342']"
26,110.0,0.0,20,25,0,0,24274188,-1,-1,"['28923611', '21656203', '31340372', '32002916', '33954251']"
27,100.0,3.0,0,18,0,0,24304311,29,-1,"['34326747', '34329909', '34332704', '34338169', '34265345']"
28,700.0,2.5,10,5,0,0,24322901,80,-1,"['34255674', '34284429', '34310960', '34316572', '32580236']"
29,110.0,0.0,0,0,0,0,24361222,-1,-1,"['34048526', '34043433', '34340272', '33857239', '32430634']"
30,100.0,2.8,10,18,0,0,24410610,-1,-1,"['22187942', '34341987', '34323991', '34307728', '24255475']"
31,100.0,3.0,0,0,0,0,24414253,-1,-1,"['34337992', '34148098', '32580484', '33879171', '34064179']"
32,200.0,4.5,0,0,0,0,24508483,124,-1,"['30954565', '34337778', '30761443', '33197576', '33429308']"
33,125.0,2.76,0,8,0,0,24542127,-1,-1,"['23673782', '33161439', '24582233', '34337992', '34046452']"
34,100.0,3.99,0,12,0,0,24582233,-1,-1,"['33161439', '23673782', '24255475', '27852990', '24542127']"
35,150.0,4.5,25,25,0,0,24719805,83,-1,"['33797763', '34294949', '32129679', '34295028', '34085271']"
36,100.0,0.0,0,16,0,0,24761504,-1,-1,"['24774928', '23664571', '34141115', '28351584', '24869433']"
37,100.0,0.0,0,16,0,0,24774928,-1,-1,"['24761504', '23664571', '34141115', '28351584', '24869433']"
38,125.0,0.0,0,11,0,0,24869433,-1,-1,"['28351584', '23008214', '34322103', '24133713', '28541743']"
39,125.0,0.0,12,8,0,0,24917064,-1,-1,"['31107612', '31817699', '34048440', '34309433', '30769190']"
40,100.0,0.0,6,8,0,0,25373823,-1,-1,"['25373929', '33412454', '34324670', '34332013', '31205239']"
41,100.0,0.0,6,8,0,0,25373929,-1,-1,"['25373823', '33412454', '34324670', '34332013', '31205239']"
42,210.0,0.0,10,12,3,5,25834336,39,-1,"['33441643', '33256423', '33390669', '34048514', '34068705']"
43,125.0,0.0,5,30,0,0,26176175,-1,-1,"['34339261', '31628660', '31912287', '34323991', '32002916']"
44,500.0,3.3,20,12,0,0,26208367,-1,-1,"['29848434', '30748541', '29841393', '30147637', '34329715']"
45,650.0,0.0,18,10,0,0,26494200,-1,-1,"['23008813', '32018952', '22263693', '22840717', '22493059']"
46,127.5,1.2549019607843137,5,6,0,0,26656934,83,-1,"['33489580', '33511409', '30966538', '33267806', '34075256']"
47,175.0,1.2571428571428573,7.8,10,0,0,26666593,80,-1,"['34292825', '34333866', '34323842', '34339123', '33593861']"
48,1000.0,0.6,0,0,0,0,26773983,-1,-1,"['26828919', '34305036', '34086906', '34333602', '34149786']"
49,1000.0,0.7,0,0,0,0,26828919,-1,-1,"['26773983', '34086906', '34149786', '34333602', '34305036']"
50,150.0,2.0,10,20,0,0,27151905,54,-1,"['33100538', '27661805', '32548662', '33762287', '33191008']"
51,1000.0,1.3,25,25,0,0,27171905,80,-1,"['34292422', '34341784', '32046503', '34013181', '34332155']"
52,125.0,5.0,0,0,0,0,27216349,63,-1,"['34335001', '34333694', '34313475', '34338198', '33129957']"
53,125.0,0.0,0,0,0,0,27326859,-1,-1,"['33110107', '34048526', '24361222', '34329101', '34329983']"
54,302.0,4.768211920529802,10,10,0,0,27661805,54,-1,"['33762287', '33731458', '32548662', '33762360', '27151905']"
55,1000.0,0.5,0,0,0,0,27700258,101,-1,"['34337101', '34267482', '34313382', '28503552', '34337863']"
56,130.0,5.384615384615385,0,11,0,0,27852990,-1,-1,"['23809342', '34007176', '24582233', '24255475', '31163679']"
57,100.0,0.0,18,11,0,0,28020842,61,-1,"['33129957', '34311410', '34329932', '33191008', '34333694']"
58,125.0,0.0,0,11,0,0,28351584,-1,-1,"['24869433', '23008214', '34322103', '24133713', '28541743']"
59,100.0,0.0,0,0,0,0,28476777,-1,-1,"['34043433', '34340272', '33857239', '32430634', '33637492']"
60,100.0,0.0,5,11,0,0,28503552,102,-1,"['34313382', '34267482', '34333315', '34311504', '34337101']"
61,200.0,0.0,0,8,0,0,28541743,-1,-1,"['24133713', '34322103', '23008214', '34097856', '28351584']"
62,23000.0,0.0,100,8,0,0,28712692,80,-1,"['31863043', '33266068', '34335939', '34292346', '34324934']"
63,550.0,0.5454545454545454,25,20,0,0,28923611,-1,-1,"['24274188', '22467588', '33935288', '33869352', '32018952']"
64,7000.0,14.0,60,0,0,0,29071487,-1,-1,"['31480424', '33637692', '31538293', '33441567', '34322282']"
65,133.0,0.0,5,24,0,0,29173091,90,-1,"['33992380', '34324046', '34309772', '34322549', '34311405']"
66,32000.0,0.05500000000000001,0,0,0,0,29252639,-1,-1,"['34329155', '34240489', '34329950', '33437017', '34052218']"
67,5000.0,4.5,0,8,0,0,29316808,51,-1,"['34313532', '34313380', '27661805', '34234619', '27151905']"
68,5884.0,0.35690006798096535,0,0,0,0,29507692,-1,-1,"['34156164', '33125321', '34329637', '34329245', '29546438']"
69,99.0,6.161616161616162,16,8,0,0,29543635,-1,-1,"['31098433', '33170251', '34329715', '33441927', '34019893']"
70,4737.0,0.14988389275913025,0,0,0,0,29546438,-1,-1,"['34329637', '34329245', '34098747', '33125321', '32578319']"
71,120.0,3.1666666666666665,8,14,3,2,29717612,65,-1,"['34192392', '33470389', '31391339', '33441523', '34313945']"
72,500.0,3.9,20,8,0,0,29841393,-1,-1,"['30147637', '29848434', '26208367', '30748541', '34329715']"
73,500.0,3.9,20,10,0,0,29848434,-1,-1,"['29841393', '30147637', '26208367', '30748541', '34329715']"
74,700.0,0.0,20,10,0,0,30010782,110,-1,"['33183767', '34332720', '34276150', '31572168', '32873490']"
75,100.0,4.0,20,8,0,0,30147637,-1,-1,"['29841393', '29848434', '26208367', '34329715', '30748541']"
76,100.0,3.0,0,16,0,0,30185709,112,-1,"['30536619', '32873490', '34317537', '30735362', '34332720']"
77,180.0,3.611111111111111,0,0,0,0,30262459,-1,-1,"['34064179', '33879171', '34148098', '32580484', '34344629']"
78,115.0,4.5,0,0,0,0,30311237,-1,-1,"['34193084', '33412522', '33743126', '33962987', '34324296']"
79,2118.0,3.5,60,8,0,0,30372783,52,-1,"['34161630', '33521462', '34261149', '33100538', '27661805']"
80,200.0,1.5,10,20,0,0,30536619,112,-1,"['31572437', '31572168', '30185709', '34276150', '32873490']"
81,100.0,4.0,20,20,0,0,30594180,112,-1,"['30594224', '31572437', '31572168', '30536619', '32873490']"
82,100.0,4.0,20,20,0,0,30594224,113,-1,"['30594180', '31572437', '31572168', '30536619', '34276150']"
83,1230.0,0.3089430894308943,0,0,0,0,30715391,-1,-1,"['34312057', '34305036', '34265595', '34324635', '34148512']"
84,100.0,3.5,8,10,0,0,30717332,76,-1,"['30745506', '22220466', '30783409', '30769224', '30959359']"
85,4400.0,1.5,35,3.5,0,0,30724488,77,-1,"['34234330', '34318185', '34187006', '33869656', '33989075']"
86,100.0,0.0,0,0,0,0,30735362,112,-1,"['34317537', '34340386', '34305435', '34337892', '30185709']"
87,200.0,3.495,12,12,0,0,30745506,76,-1,"['30717332', '22220466', '30783409', '30769224', '30959359']"
88,200.0,3.7,20,16,0,0,30748541,-1,-1,"['26208367', '29848434', '29841393', '30147637', '32200604']"
89,200.0,2.0,5,10,0,0,30754048,90,-1,"['34089772', '33934040', '33762538', '30798167', '34309772']"
90,100.0,3.5,0,0,0,0,30761443,124,-1,"['30954565', '24508483', '34337778', '33429308', '33197576']"
91,200.0,0.85,0,0,0,0,30764444,87,-1,"['34117009', '34309118', '33429607', '34323323', '34342156']"
92,250.0,0.0,10,6,0,0,30769190,-1,-1,"['33952871', '31817699', '31107612', '24917064', '34330307']"
93,100.0,4.0,5,16,0,0,30769224,76,-1,"['30717332', '30745506', '22220466', '30783409', '30959359']"
94,100.0,4.5,0,10,0,0,30776942,3,-1,"['34160860', '34306174', '34271452', '24582233', '27852990']"
95,140.0,2.9285714285714284,12,16,0,0,30782829,90,-1,"['34089772', '30754048', '33934040', '34322549', '33992380']"
96,120.0,3.3333333333333335,10,8,0,0,30783409,77,-1,"['30717332', '30745506', '22220466', '30769224', '30959359']"
97,150.0,3.5,0,8,0,0,30798167,90,-1,"['30754048', '34321976', '34089772', '33934040', '33762538']"
98,150.0,9.0,15,5,9,9,30854981,101,-1,"['34290788', '34331806', '34333942', '32516412', '34309892']"
99,2500.0,0.1,0,6,0,0,30916195,38,-1,"['34337235', '34059671', '34338775', '34322567', '34326828']"
100,457.0,10.065645514223196,22,0,20,21,30926438,-1,-1,"['34073625', '30926503', '34340476', '33875972', '34220143']"
101,265.0,6.60377358490566,10,8,12,12,30926503,-1,-1,"['34340476', '33875972', '34328486', '34328478', '31221606']"
102,100.0,4.0,0,0,0,0,30954565,124,-1,"['30761443', '24508483', '34337778', '33429308', '33197576']"
103,120.0,0.0,12,8,0,0,30959359,76,-1,"['22233680', '22220466', '30783409', '30745506', '34302334']"
104,208.0,0.6298076923076923,8.8,5,0,0,30966538,83,-1,"['33511409', '33345373', '33489580', '33462929', '26656934']"
105,11104.0,0.0,0,0,0,0,30967698,-1,-1,"['33749334', '34338563', '33749440', '33918290', '34344848']"
106,100.0,0.0,0,0,0,0,31002930,3,-1,"['34339666', '34271452', '34034175', '34187248', '33408433']"
107,188.97,7.143991109699952,15,8,0,0,31098433,-1,-1,"['33441927', '29543635', '33170251', '34322282', '34019893']"
108,100.0,0.0,10,8,0,0,31107612,-1,-1,"['31817699', '34309433', '34048440', '30769190', '24917064']"
109,210.0,0.0,8,12,0,0,31108481,80,-1,"['32740925', '34009939', '34305323', '34299773', '33821132']"
110,200.0,0.0,10,8,0,0,31128738,90,-1,"['34311405', '34040227', '34309772', '33763175', '34043873']"
111,500.0,3.4,50,6,4,4,31145548,-1,-1,"['33778363', '34208003', '32009628', '33390795', '33891799']"
112,120.0,4.5,6,6,0,0,31163679,-1,-1,"['23809342', '34007176', '34339385', '24255475', '31713145']"
113,88.0,10.227272727272727,5.2,0,4,5,31172292,80,-1,"['34118078', '34155405', '34322740', '34217530', '34264136']"
114,500.0,2.9,15,4,0,0,31186805,38,-1,"['31342479', '34298026', '34342296', '34120377', '33475914']"
115,100.0,7.5,5,8,0,0,31200631,80,-1,"['34275739', '34310403', '34304907', '34312589', '33549801']"
116,120.0,0.0,6,11,0,0,31205239,-1,-1,"['34332013', '31274664', '32429779', '33412454', '25373929']"
117,415.0,6.024096385542169,22,6,8,6,31221606,-1,-1,"['34328478', '34328486', '34342143', '33778363', '33793572']"
118,110.0,5.0,8,10,0,0,31230926,71,-1,"['34215694', '34333695', '34309048', '31398309', '30717332']"
119,550.0,0.0,20,15,0,0,31239402,37,-1,"['34275539', '34329641', '34330996', '34282296', '31342479']"
120,150.0,0.0,8,11,0,0,31274664,-1,-1,"['32429779', '31205239', '32362722', '34309433', '34048440']"
121,3600.0,1.25,1,10,0,0,31293548,80,-1,"['33124405', '34172420', '34248354', '34276472', '34340923']"
122,200.0,0.0,12,20,0,0,31340372,-1,-1,"['21656203', '32002916', '33954251', '34260415', '32362722']"
123,500.0,2.0,15,10,0,0,31342479,38,-1,"['31186805', '34298026', '34275539', '34322162', '34322345']"
124,120.0,3.3333333333333335,8,10,2,1,31391339,58,-1,"['29717612', '32548662', '33762287', '33731458', '33762360']"
125,7800.0,0.6,0,0,0,0,31391410,80,-1,"['32564189', '33631093', '34187915', '33860599', '34343675']"
126,3305.0,0.3630862329803328,18,8,0,0,31398309,73,-1,"['30959359', '34333695', '22220466', '30745506', '34302334']"
127,150.0,0.0,8,16,0,0,31454208,80,-1,"['33970382', '34194728', '34009154', '34343872', '34263112']"
128,125.0,2.4,0,0,0,0,31463941,-1,-1,"['34311868', '34046452', '34337992', '32375809', '33032174']"
129,250.0,1.7600000000000002,10,8,0,0,31476007,-1,-1,"['34341987', '34311336', '34250140', '33031928', '34333453']"
130,8663.0,7.5,50,0,0,0,31480424,-1,-1,"['33637692', '29071487', '34336401', '33441567', '34042610']"
131,1195.0,8.03347280334728,32,25,0,0,31538293,-1,-1,"['33441567', '32200604', '34326211', '33637692', '34322282']"
132,1000.0,0.6,20,20,0,0,31572168,112,-1,"['34276150', '31572437', '30536619', '30010782', '30594180']"
133,164.0,2.432926829268293,20,20,0,0,31572437,112,-1,"['30594180', '31572168', '30594224', '34276150', '30536619']"
134,100.0,0.0,5,20,0,0,31628660,-1,-1,"['31912287', '34008850', '34325087', '34339261', '32002916']"
135,150.0,0.0,15,15,0,0,31678804,80,-1,"['33737480', '33626307', '34305723', '34168889', '34225463']"
136,100.0,5.0,5,0,0,0,31713145,-1,-1,"['34339385', '34329133', '34324296', '34263022', '30311237']"
137,4530.0,23.0,40,10,0,0,31722294,45,-1,"['33844350', '34261149', '34326873', '33940830', '33475914']"
138,100.0,0.0,11,11,0,0,31728941,124,-1,"['33175934', '34338137', '33429308', '33112360', '33197576']"
139,677.0,0.0,26,10,0,0,31758947,80,-1,"['33398253', '32286327', '32286323', '34115308', '33368713']"
140,220.0,0.0,0,0,0,0,31759774,-1,-1,"['33505595', '34339323', '34043641', '33691639', '33715013']"
141,5300.0,0.08490566037735849,0,0,0,0,31773372,80,-1,"['34322322', '34172480', '33860599', '34324346', '33608918']"
142,225.0,0.0,10,10,0,0,31787438,80,-1,"['34107528', '34293910', '34131539', '34344245', '34339667']"
143,250.0,0.0,10,8,0,0,31817699,-1,-1,"['31107612', '30769190', '34309433', '34048440', '24917064']"
144,30463.0,0.041033384761842234,0,0,0,0,31839809,80,-1,"['34341702', '32527606', '34290939', '34326696', '32848861']"
145,33000.0,0.12121212121212122,90,8,0,0,31863043,80,-1,"['28712692', '33266068', '33517812', '34335939', '34292346']"
146,240.0,0.0,12,12,0,0,31873645,80,-1,"['34061187', '32728380', '34322511', '33821132', '34305323']"
147,545.0,0.45871559633027525,12,7,0,0,31883754,85,-1,"['33768257', '33266481', '34285481', '34075256', '33462929']"
148,5594.6,0.11975833839774067,60,7,0,0,31895902,93,-1,"['32955616', '34340308', '34292360', '33529596', '34070042']"
149,100.0,0.0,5,20,0,0,31912287,-1,-1,"['31628660', '34008850', '34325087', '34339261', '32002916']"
150,0.0,0.0,31,6,0,0,31950422,-1,-1,"['22467588', '32468421', '34322208', '32018952', '33826763']"
151,452.0,0.5973451327433629,0,0,3,2,31979142,80,-1,"['34328307', '34314246', '34328788', '34327587', '34148084']"
152,200.0,0.0,10,20,0,0,32002916,-1,-1,"['33954251', '31340372', '21656203', '31912287', '31628660']"
153,195.0,9.23076923076923,9.48,10,3,4,32009628,-1,-1,"['34208003', '33390795', '32292284', '33891799', '34189824']"
154,100.0,0.0,12,0,0,0,32012862,80,-1,"['34278564', '34344933', '34326555', '33222756', '34061588']"
155,2151.0,0.302185030218503,0,0,0,0,32015610,83,-1,"['34338097', '33461296', '34337867', '34334928', '34338242']"
156,400.0,0.0,20,10,0,0,32018952,-1,-1,"['26494200', '23008813', '34322208', '33869352', '22263693']"
157,1500.0,1.5,30,20,0,0,32046503,80,-1,"['34341784', '34205525', '27171905', '32129679', '34332155']"
158,1000.0,0.145,20,20,0,0,32046875,80,-1,"['32094226', '32096692', '34343832', '34277092', '32473843']"
159,35000.0,10.0,250,20,0,0,32070187,45,-1,"['33882307', '33541430', '34309674', '30372783', '34161630']"
160,1000.0,0.19,20,20,0,0,32094226,80,-1,"['32096692', '32046875', '34343832', '34277092', '32473843']"
161,1000.0,0.22000000000000003,20,20,0,0,32096692,80,-1,"['32094226', '32046875', '34343832', '34277092', '32473843']"
162,100.0,0.0,10,18,0,0,32104773,80,-1,"['34322462', '34305238', '34323778', '34009154', '33970382']"
163,10000.0,0.86,0,0,0,0,32106345,-1,-1,"['34344848', '33918290', '33749440', '34270692', '34338563']"
164,1000.0,0.135,20,5,0,0,32120760,80,-1,"['33033999', '33018959', '32825634', '34231962', '33553127']"
165,120.0,0.0,5,60,0,0,32123670,-1,-1,"['33910946', '33840530', '26176175', '34339261', '34323991']"
166,300.0,3.3333333333333335,30,17,0,0,32129679,80,-1,"['32046503', '33629863', '33836280', '34215233', '34294949']"
167,3300.0,0.10606060606060606,0,0,0,0,32150925,-1,-1,"['33086426', '34281841', '34305473', '33284318', '34327107']"
168,8000.0,0.0,0,0,0,0,32164264,-1,-1,"['34329594', '33086007', '33135547', '34270692', '34338563']"
169,9475.0,0.09498680738786279,0,0,0,0,32166372,38,-1,"['30916195', '34059671', '34337235', '34338775', '34326828']"
170,100.0,5.5,20,16,0,0,32200604,-1,-1,"['34329715', '30748541', '29848434', '29543635', '30147637']"
171,7571.0,1.8,142,8,0,0,32218305,-1,-1,"['32226473', '32732599', '34255135', '34010162', '33990799']"
172,5871.0,1.98,170,6,0,0,32226473,-1,-1,"['32218305', '32732599', '34010162', '33990799', '33940693']"
173,650.0,4.6923076923076925,17,10,0,0,32247651,80,-1,"['33366083', '34332160', '33557479', '34323544', '34307021']"
174,429.0,6.0606060606060606,0,0,5,0,32264836,-1,-1,"['34323917', '34330994', '34344208', '33544260', '33364341']"
175,500.0,0.0,10,10,0,0,32284294,80,-1,"['33680439', '31787438', '34339667', '34107528', '34131539']"
176,600.0,0.25,10,10,0,0,32284295,80,-1,"['34082262', '34325208', '32284294', '33680439', '31787438']"
177,600.0,0.25,27,8,0,0,32286323,80,-1,"['32286327', '34115308', '31758947', '34037693', '33192965']"
178,600.0,0.25,27,8,0,0,32286327,80,-1,"['32286323', '34115308', '31758947', '34037693', '33192965']"
179,110.0,4.545454545454546,0,0,3,3,32292284,-1,-1,"['33891799', '33390795', '32766944', '34307412', '34189824']"
180,105.0,0.0,22,0,0,0,32309277,80,-1,"['34333683', '32554171', '34339363', '34296105', '33616018']"
181,637.0,0.282574568288854,10,5,0,0,32334022,80,-1,"['34235940', '33618245', '34326555', '33222756', '33376423']"
182,300.0,2.3,0,6,0,0,32353916,80,-1,"['34263682', '33843759', '34340923', '34276472', '34248354']"
183,150.0,0.0,10,12,0,0,32362722,-1,-1,"['34309433', '34048440', '32429779', '31274664', '34260415']"
184,200.0,2.0,0,0,0,0,32375809,-1,-1,"['32983842', '33032174', '34209842', '34324847', '34311868']"
185,600.0,3.0,0,0,0,0,32388067,80,-1,"['34094387', '34322339', '33974829', '33079844', '33219821']"
186,500.0,0.2,10,12,0,0,32401388,80,-1,"['33821132', '34009939', '34299773', '34305323', '34043984']"
187,900.0,10.0,0,0,0,0,32420253,80,-1,"['33691531', '34157211', '33557247', '34310803', '34120328']"
188,125.0,0.0,8,12,0,0,32429779,-1,-1,"['31274664', '32362722', '31205239', '34309433', '34048440']"
189,100.0,0.0,0,0,0,0,32430634,-1,-1,"['34043433', '34340272', '33857239', '33637492', '28476777']"
190,620.0,0.7822580645161289,23,8,0,0,32468421,-1,-1,"['33869352', '34322208', '32018952', '22467588', '23008813']"
191,125.0,0.0,20,20,0,0,32473843,80,-1,"['34277092', '34343832', '32046875', '32094226', '32096692']"
192,376.3,4.783417486048365,17,3.5,6,5,32516412,101,-1,"['34309892', '33790988', '34217530', '31172292', '34327433']"
193,1990.0,0.12060301507537688,0,0,0,0,32520707,80,-1,"['34255647', '34338349', '34247268', '34333782', '34301899']"
194,110000.0,0.035,0,0,0,0,32526234,-1,-1,"['34339102', '34329155', '29252639', '34240489', '34329950']"
195,24878.0,0.04019615724736715,100,4,0,0,32526743,-1,-1,"['32732599', '34296089', '34255135', '34316591', '33870945']"
196,17000.0,0.03294117647058824,0,0,0,0,32527606,80,-1,"['34341702', '34326696', '32848861', '34290939', '34263040']"
197,408.0,3.3088235294117645,12,8,0,0,32548662,56,-1,"['33762287', '33731458', '33100538', '27661805', '33762360']"
198,369.0,7.046070460704607,12,0,0,0,32549717,56,-1,"['33731458', '33762287', '33762360', '27661805', '32548662']"
199,160.0,0.625,22,0,0,0,32554171,80,-1,"['32309277', '34333683', '34323060', '34339363', '34296105']"
200,8141.0,0.07370101953077017,0,0,0,0,32564189,80,-1,"['31391410', '34187915', '33631093', '34343675', '33860599']"
201,530.0,0.2641509433962264,0,0,0,0,32569466,80,-1,"['32831207', '34288562', '34332813', '34326085', '34300225']"
202,4144.0,0.06515444015444015,0,0,0,0,32578319,-1,-1,"['34098747', '34329379', '34327107', '29546438', '34305473']"
203,500.0,2.5,10,10,0,0,32580236,80,-1,"['34188320', '33187233', '33889700', '34339762', '33796916']"
204,300.0,3.2333333333333334,0,0,0,0,32580484,-1,-1,"['33879171', '34148098', '34064179', '24414253', '30262459']"
205,300.0,3.1666666666666665,14,6,0,0,32581770,107,-1,"['32873490', '33183767', '33205850', '34326910', '34332720']"
206,600.0,2.8,0,0,0,0,32597521,-1,-1,"['34337992', '32777018', '34046452', '24414253', '32580484']"
207,432.0,1.0416666666666667,20,10,0,0,32621870,80,-1,"['33169643', '34185095', '33785400', '34336317', '33168702']"
208,500.0,2.5,8,12,0,0,32677879,80,-1,"['34188320', '34259830', '32580236', '33889700', '34292825']"
209,353.0,6.798866855524079,12,20,0,0,32698563,-1,-1,"['33170251', '33441927', '32200604', '31098433', '34329715']"
210,140.0,1.0714285714285714,5,4,0,0,32702936,80,-1,"['34305243', '33858171', '33412280', '34067310', '34003032']"
211,553.0,48.0,18,8,0,0,32721690,56,-1,"['31722294', '33844350', '34239085', '32979918', '34261149']"
212,100.0,0.0,12,10,0,0,32728380,80,-1,"['34322511', '34312304', '31873645', '34095883', '34212438']"
213,23000.0,0.68,130,7.5,0,0,32732599,-1,-1,"['32526743', '32218305', '34296089', '34255135', '32226473']"
214,332.0,10.542168674698795,15.5,12,0,0,32734451,80,-1,"['34147840', '34341264', '33348875', '34302552', '34319342']"
215,1800.0,4.166666666666667,62,8,0,0,32734638,80,-1,"['34078973', '34250964', '34278761', '34266171', '33989075']"
216,90.0,0.0,7,12,0,0,32740925,80,-1,"['31108481', '34305504', '34330124', '34342283', '34311470']"
217,1200.0,0.10833333333333334,0,0,0,0,32742260,80,-1,"['34291975', '34339153', '33989067', '34328780', '34342946']"
218,1000.0,2.0,0,0,0,0,32758998,-1,-1,"['34235686', '33032174', '34343161', '32375809', '32983842']"
219,750.0,0.0,8,12,3,3,32766944,-1,-1,"['33891799', '33390795', '34314076', '32292284', '34344208']"
220,1000.0,2.6,0,0,0,0,32777018,-1,-1,"['32597521', '34337992', '34046452', '34311868', '31463941']"
221,375.0,0.64,12,5,0,0,32794685,80,-1,"['34263646', '33971702', '34055629', '34273002', '33766196']"
222,5002.0,2.5,0,0,0,0,32803701,-1,-1,"['33831082', '34343161', '34311956', '34235686', '29507692']"
223,230.0,1.5,12,8,0,0,32807928,80,-1,"['33843506', '34318978', '34107904', '34324169', '34326751']"
224,1010.0,0.1188118811881188,20,6,0,0,32825634,80,-1,"['34231962', '34294505', '33033999', '32120760', '33018959']"
225,125.0,1.28,5,6,0,0,32829161,80,-1,"['33412280', '34067310', '33858171', '33222668', '33950607']"
226,557.0,0.2513464991023339,0,0,0,0,32831207,80,-1,"['32569466', '34288562', '34326085', '34332813', '34300225']"
227,1262.0,0.9508716323296355,37,12,0,0,32834945,80,-1,"['34116933', '34298995', '34342244', '34272990', '34205525']"
228,3200.0,0.34375,25,10,0,0,32845014,118,-1,"['34276058', '34051563', '33848128', '34302112', '34322352']"
229,15868.0,0.036551550289891606,0,0,0,0,32848861,80,-1,"['34326696', '34263040', '34341702', '32527606', '34341831']"
230,1010.0,0.1188118811881188,20.6,4,0,0,32855802,80,-1,"['32893437', '33616018', '34296105', '33553127', '33033999']"
231,510.0,2.8,10,8,0,0,32873187,102,-1,"['34267482', '34313382', '28503552', '34329635', '34333315']"
232,500.0,2.8,10,11,0,0,32873490,110,-1,"['34332720', '30536619', '30185709', '34317537', '30010782']"
233,114.0,6.62280701754386,5,5,0,0,32890700,83,-1,"['33735958', '33736038', '33758369', '34290888', '34337886']"
234,1010.0,0.1188118811881188,20.6,4,0,0,32893437,80,-1,"['32855802', '33616018', '34296105', '33553127', '33033999']"
235,150.0,1.05,0,10,0,0,32901815,80,-1,"['33716691', '34248354', '33595039', '33595144', '34320279']"
236,5879.0,0.34019391052900155,76,8,0,0,32955616,90,-1,"['31895902', '34317878', '34340308', '34292360', '34266160']"
237,420.0,0.40476190476190477,4,4,0,0,32956313,80,-1,"['34224983', '33755236', '34003032', '34237161', '34255844']"
238,1000.0,0.0,10,10,0,0,32965556,80,-1,"['33680439', '32284294', '32284295', '34082262', '31787438']"
239,9914.0,0.3328626185192657,0,6,0,0,32967269,80,-1,"['34293877', '33355181', '34328538', '34187915', '34343675']"
240,250.0,0.96,0,20,0,0,32969483,80,-1,"['34338154', '34347475', '34317562', '34205382', '34327078']"
241,144.0,0.0,5,14,0,0,32974620,5,-1,"['34322235', '34187248', '31002930', '34339666', '34271452']"
242,55.0,41.0,0,0,2,2,32979918,80,-1,"['34239085', '33599986', '34070219', '34313972', '33973995']"
